date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2021-09-28,1,15,11,0,13,0,12,84,13,0,23,10,0,0,0,31,1,12,13,3,0,10,0,9,0,34,0,817,0,1,87,0,0,26,0,57,0,0,0,0,4,0,41,0,0,,39,4,8,51,1,0,0,0,6,5,0,0,0,39,14,0,0,5,3,49,0,,29,3,58,1,0,0,40,67,0,0,24,,5,59,0,0,6,0,74,0,8,0,378,124,239,45,0,0,8,65,18,50,6,42,7,,8,1,2,0,11,10,0,0,8,0,16,0,,0,1,240,0,1,0,,1,0,700,,19,0,16,8,0,26,2,48,0,12,8,8,0,1,0,5,23,1,0,52,,17,3,0,4,15,191,29,7,0,208,839,1,,1,9,,1,,0,1,5,0,45,0,0,5,10,9,,0,201,10,0,60,55,0,9,29,13,12,0,0,0,129,1,0,,2,0,239,0,2,156,0,167,2560,0,5,0,,31,178,0,6,0,8
2021-09-29,3,17,8,0,11,0,0,92,22,0,12,12,37,8,0,17,0,0,14,1,5,10,0,10,0,32,0,681,0,1,87,2,0,15,91,67,1,0,0,0,6,0,42,0,0,,33,10,14,48,0,0,1,0,2,0,0,5,15,31,11,4,0,1,1,46,0,,3,0,43,3,0,3,33,67,0,0,44,,0,72,0,0,5,0,22,0,6,0,311,117,272,34,40,0,40,63,1,48,7,0,3,,2,0,1,1,6,10,0,2,11,0,19,0,,0,2,208,0,0,0,,1,3,597,,21,0,19,5,0,23,3,51,0,8,6,13,0,0,0,6,16,10,1,39,,17,4,2,2,38,568,22,6,0,207,846,5,,0,6,,0,,0,0,0,3,45,2,0,8,14,4,,0,0,7,0,39,61,1,9,6,6,11,0,0,0,122,1,1,,8,48,227,0,4,228,1,150,2613,1,4,0,,11,162,0,6,1,1
2021-09-30,0,13,7,0,0,0,3,49,20,0,20,11,12,0,0,23,5,29,7,5,0,0,0,9,0,32,1,608,0,2,70,1,0,17,0,39,2,0,0,0,13,0,38,0,0,,37,3,12,58,1,0,4,0,2,0,5,0,0,37,12,1,0,5,3,48,0,,0,7,61,1,3,0,29,72,6,0,33,,6,39,1,0,3,0,0,0,5,0,277,113,268,39,0,0,29,51,9,42,8,0,4,,4,1,2,1,11,9,0,1,15,0,28,0,,0,1,192,0,0,0,,1,2,534,,24,0,0,4,0,19,2,53,17,12,2,5,0,0,0,20,22,0,0,56,,18,5,0,3,0,130,27,7,1,176,849,9,,1,0,,2,,0,0,7,0,47,0,0,2,17,4,,0,209,16,2,18,59,1,5,8,8,9,0,0,0,107,2,1,,8,48,216,0,4,212,2,137,2798,1,5,0,,15,203,0,6,0,7
2021-10-01,2,7,3,0,30,0,2,46,20,0,10,5,18,2,0,21,4,16,10,4,0,0,0,15,0,29,0,490,0,1,87,0,0,17,0,60,1,0,0,0,8,0,37,0,4,,27,7,10,50,0,0,16,0,3,0,1,3,0,36,11,0,0,0,3,48,0,,7,-1,49,2,4,0,30,66,0,0,32,,9,61,0,0,6,1,77,0,9,0,234,87,235,42,0,1,5,52,8,34,9,0,5,,2,1,0,2,4,8,230,0,13,0,21,0,,0,0,121,0,1,1,,1,0,471,,26,0,18,5,0,23,1,54,3,13,6,10,0,0,2,3,15,0,0,46,,22,2,5,0,56,199,16,4,0,169,875,3,,0,6,,5,,0,1,0,0,46,0,0,8,12,4,,0,79,7,0,48,58,0,0,4,6,10,1,0,669,123,0,0,,7,11,210,0,3,184,3,127,2136,1,3,0,,0,136,0,8,1,1
2021-10-02,0,5,4,0,7,0,3,14,15,1,13,7,16,0,0,24,1,15,0,0,0,3,0,0,0,0,0,454,0,0,26,3,0,24,0,22,0,0,0,0,8,0,36,0,0,,0,5,14,48,0,0,2,0,4,2,0,6,0,32,17,0,0,3,1,45,0,,1,0,30,0,0,0,29,10,0,0,29,,4,75,0,0,4,0,0,0,0,0,244,89,217,42,0,0,12,25,7,32,9,0,3,,4,1,0,1,10,8,1,0,0,0,27,0,,0,1,109,0,0,1,,1,0,614,,26,0,38,4,0,25,0,46,1,9,5,13,0,0,0,0,0,0,0,35,,12,6,0,2,34,163,23,7,0,184,873,5,,0,0,,0,,0,1,0,1,51,0,0,4,0,4,,0,48,3,0,0,55,2,17,0,0,8,0,0,0,87,1,1,,11,20,203,0,0,216,0,121,794,1,3,0,,14,164,0,5,0,1
2021-10-03,0,3,3,0,3,0,1,6,18,0,12,5,14,0,0,18,0,14,0,0,0,0,0,12,0,0,0,226,0,0,43,0,0,23,0,6,2,0,0,0,10,0,29,0,0,,0,4,14,46,1,0,1,0,0,2,1,0,29,37,15,0,0,3,0,47,0,,1,0,9,0,0,0,33,7,0,0,31,,3,30,0,0,3,0,0,0,0,0,180,58,229,21,0,0,43,33,25,17,6,0,9,,2,1,0,1,10,7,16,0,22,0,22,0,,0,1,118,0,0,0,,1,0,0,,25,0,14,2,0,24,0,48,1,7,1,8,0,0,0,0,21,0,0,27,,12,2,0,0,28,112,6,7,0,150,882,2,,0,2,,2,,0,1,0,1,49,0,0,6,19,5,,26,27,6,0,0,40,2,7,0,0,0,0,0,0,77,0,3,,5,0,194,0,1,134,2,43,499,0,2,0,,27,114,0,0,0,2
2021-10-04,6,0,4,0,0,0,0,38,25,0,11,8,11,24,0,18,2,12,20,4,0,7,0,4,0,91,0,204,0,17,178,0,0,23,0,52,0,0,0,0,6,0,24,0,2,,81,0,7,38,1,2,0,2,1,1,0,0,14,33,16,3,0,7,0,43,0,,1,6,55,0,4,0,30,89,0,0,36,,5,20,2,0,0,4,24,0,31,0,263,88,238,27,0,0,22,37,13,24,11,272,1,,1,0,1,0,2,8,0,0,16,0,24,0,,0,0,76,1,1,0,,0,6,514,,23,0,0,9,0,16,1,38,1,10,4,7,0,0,0,0,15,0,0,54,,12,6,0,3,0,60,0,7,0,133,877,5,,2,0,,5,,0,0,0,0,50,0,0,8,8,7,,0,39,11,0,64,43,3,11,0,10,22,1,0,0,97,0,1,,3,13,248,0,2,120,1,33,1959,1,2,0,,0,130,0,9,0,0
2021-10-05,2,12,5,0,10,0,0,40,22,1,22,15,15,0,1,23,3,12,8,2,0,0,0,4,0,47,6,684,0,0,104,4,0,12,0,55,3,0,0,0,6,0,30,0,0,,28,12,19,45,0,1,5,0,0,2,0,1,0,39,19,0,0,9,2,46,0,,4,0,62,1,0,0,42,76,1,0,35,,3,44,2,0,8,7,34,0,16,0,278,77,216,28,0,0,12,50,14,36,9,39,9,,2,0,2,0,14,7,0,0,8,0,29,0,,0,2,117,0,1,0,,4,10,0,,24,0,15,11,0,17,0,36,0,6,7,8,0,1,1,7,21,0,4,39,,14,6,0,0,35,0,46,4,0,252,876,2,,1,0,,0,,0,2,14,0,51,0,0,9,14,8,,0,103,12,0,94,40,0,0,8,4,10,0,0,4,92,1,0,,8,32,228,0,1,336,1,166,1907,1,2,0,,29,134,0,5,1,0
2021-10-06,6,9,7,0,11,0,2,56,21,0,10,12,12,25,0,21,1,16,9,2,0,5,0,5,1,29,0,570,0,1,91,4,0,13,58,56,0,0,0,0,6,0,32,0,0,,31,1,18,40,3,2,2,0,1,0,1,0,14,37,15,0,0,4,0,32,0,,9,5,59,1,3,0,24,68,0,0,21,,2,57,0,0,9,12,37,0,7,0,318,75,216,20,31,0,7,39,7,26,12,46,25,,1,0,2,1,16,7,0,0,10,0,18,1,,2,1,105,0,1,0,,0,0,790,,26,2,29,11,0,18,0,41,3,12,3,12,0,0,0,0,18,10,1,46,,268,5,3,2,39,0,33,4,0,331,910,6,,0,6,,0,,0,0,2,2,50,4,0,3,7,8,,15,59,8,0,57,43,0,0,13,18,9,0,0,0,102,0,0,,6,5,236,0,2,339,3,145,2631,3,4,0,,19,119,0,15,2,3
2021-10-07,1,12,5,0,5,0,1,37,26,1,16,11,0,4,0,12,1,15,16,1,0,0,0,0,0,31,2,428,0,1,94,0,0,10,0,31,1,0,0,0,243,0,30,0,7,,31,1,8,39,0,1,8,0,3,0,1,7,17,39,18,4,0,4,0,45,0,,2,3,37,1,0,0,28,86,1,0,30,,3,51,0,0,5,0,-1,0,6,0,271,81,233,33,0,2,20,41,21,39,9,39,3,,0,0,2,0,10,5,1,0,19,0,24,0,,0,0,132,0,0,0,,0,6,1225,,27,0,0,7,0,23,0,36,3,8,6,8,1,0,0,11,25,0,0,26,,18,4,6,0,22,0,29,11,1,282,910,1,,1,0,,0,,0,0,4,2,51,0,0,3,8,3,,0,123,10,0,23,44,0,25,15,-7,8,0,0,0,113,0,1,,8,16,217,0,5,328,2,122,2479,0,5,0,,18,125,0,2,1,1
2021-10-08,0,7,3,0,10,0,3,28,33,0,16,12,27,4,0,7,2,16,10,0,0,2,0,5,0,30,0,630,0,0,81,0,0,18,0,43,0,0,0,0,-213,0,35,0,0,,28,3,22,35,0,0,3,0,1,0,2,2,0,35,12,0,0,4,1,33,0,,4,4,43,0,0,0,30,65,0,0,27,,0,36,0,0,0,0,0,0,16,0,248,66,185,36,0,0,3,30,16,46,6,43,1,,1,1,2,1,4,4,0,0,18,0,21,0,,0,0,78,1,1,0,,1,0,489,,25,0,13,8,0,14,2,34,1,10,2,6,0,0,0,1,16,0,0,29,,9,1,2,1,51,404,31,8,0,385,921,3,,0,7,,0,,0,1,3,1,49,2,0,6,15,2,,0,132,6,0,77,38,42,9,1,2,8,1,0,0,116,0,0,,6,9,188,0,2,256,2,125,1834,0,3,0,,16,114,0,8,0,3
2021-10-09,0,6,4,0,5,0,0,14,30,0,11,6,16,0,0,20,2,16,0,0,0,0,0,9,0,0,0,416,0,1,30,0,0,23,0,7,0,0,0,0,12,0,33,0,0,,0,2,11,35,0,0,3,0,0,0,0,2,0,39,11,0,0,3,0,29,0,,0,0,15,0,4,0,29,24,0,0,36,,7,48,0,0,14,2,0,0,0,0,214,52,173,28,0,0,12,46,15,24,13,0,2,,0,1,2,0,7,3,1,0,0,0,30,0,,0,1,74,1,0,0,,1,0,0,,1,0,15,3,0,15,1,36,0,11,2,5,0,0,0,2,18,0,0,19,,0,4,0,0,9,273,30,7,0,282,954,4,,0,2,,0,,0,0,4,3,52,0,0,11,9,5,,0,56,15,0,0,29,0,7,0,0,10,1,0,0,73,0,0,,4,0,206,0,2,264,2,156,422,1,3,0,,14,105,0,2,0,2
2021-10-10,4,9,3,0,4,0,2,15,20,0,16,6,10,0,0,14,4,14,0,0,0,0,0,6,0,0,0,151,0,1,40,0,0,24,0,8,0,0,0,0,10,0,38,0,0,,0,7,9,39,0,1,2,1,0,0,0,0,0,37,13,0,0,0,0,40,0,,0,0,8,0,0,1,25,7,0,0,30,,0,41,0,0,5,5,0,0,0,0,193,39,222,26,0,0,23,27,5,10,9,0,0,,4,0,1,2,7,3,0,0,18,0,22,0,,0,2,64,0,0,0,,1,0,476,,44,0,31,3,0,15,0,30,3,10,1,4,0,0,0,2,14,0,1,28,,0,3,0,0,34,119,5,7,0,211,949,4,,0,0,,5,,0,0,2,0,54,0,0,9,2,6,,28,25,8,0,0,35,0,0,0,0,9,0,0,0,84,0,1,,11,32,196,0,2,175,0,38,468,1,3,0,,11,113,0,3,1,1
2021-10-11,3,9,2,0,7,0,0,18,26,1,13,10,13,0,0,11,4,15,20,0,0,0,0,8,-1,102,5,207,0,0,157,0,0,21,0,10,0,0,0,0,7,0,32,0,0,,86,3,6,40,0,1,3,0,2,3,0,0,12,31,11,1,1,6,2,36,0,,0,4,35,3,4,0,23,95,0,0,42,,6,39,0,6,2,2,61,0,28,0,181,65,276,28,0,0,20,34,25,20,7,127,9,,2,1,1,4,5,4,0,0,17,0,17,1,,0,0,93,0,0,0,,0,4,141,,24,0,0,6,0,17,2,28,0,12,5,1,0,0,0,9,18,0,0,18,,39,4,0,1,28,36,0,7,0,209,946,0,,2,0,,0,,0,0,3,0,51,0,0,10,4,4,,0,29,11,0,49,23,2,8,0,13,7,0,0,0,60,0,0,,4,11,188,0,1,218,1,28,1102,0,2,0,,17,115,0,4,0,6
2021-10-12,2,6,4,0,13,0,0,56,43,0,17,14,15,0,0,14,3,15,18,0,0,3,0,3,0,44,0,175,0,0,93,5,0,17,0,79,1,0,0,0,3,0,37,0,13,,20,3,24,37,1,0,8,0,3,1,1,5,0,39,13,0,0,2,1,40,0,,0,9,53,0,0,0,37,85,0,0,33,,0,52,0,0,6,4,35,0,17,0,226,47,213,29,0,0,12,49,9,29,9,36,5,,0,0,2,3,13,5,1,0,16,2,34,0,,0,2,103,1,1,0,,0,5,546,,28,0,32,8,0,11,0,26,0,14,7,8,0,1,0,0,6,0,1,21,,17,4,7,0,24,236,49,8,0,442,954,3,,1,7,,0,,0,0,3,0,53,0,0,11,17,1,,0,83,11,0,0,23,2,6,15,7,10,0,0,1,84,0,1,,11,7,237,0,2,371,1,181,2353,0,2,0,,0,93,0,5,0,2
2021-10-13,4,5,3,0,8,0,0,35,28,0,18,15,17,0,0,17,2,17,13,15,2,0,0,5,1,37,0,206,0,3,98,3,0,15,33,79,0,0,0,0,4,0,34,0,0,,26,0,27,28,0,0,6,2,0,1,1,5,0,41,15,1,0,2,1,37,0,,10,2,35,2,0,0,26,14,0,0,31,,1,59,2,0,3,2,20,0,10,0,246,48,194,35,26,0,7,37,19,33,14,35,3,,1,0,2,2,17,6,0,0,24,0,26,1,,0,0,68,2,1,0,,0,8,420,,29,0,15,5,0,15,0,34,2,4,12,16,0,0,0,5,20,13,0,28,,11,0,10,0,19,173,40,9,0,390,962,1,,1,1,,0,,0,0,2,1,51,0,0,9,20,5,,0,37,13,0,42,31,21,20,2,6,8,0,0,0,82,0,0,,6,7,236,0,0,493,1,136,3227,1,3,0,,18,106,0,2,3,3
2021-10-14,4,9,2,0,3,0,0,51,29,0,11,8,11,0,1,7,5,17,6,15,0,3,0,0,0,32,5,572,0,0,98,0,0,25,0,52,0,0,0,0,5,0,33,0,0,,27,1,18,38,0,0,6,0,2,0,0,5,51,40,15,0,1,5,1,38,0,,0,1,29,1,4,0,38,123,0,0,48,,7,27,0,0,6,0,19,0,11,0,379,37,223,26,0,0,13,40,6,33,6,39,4,,0,0,3,1,21,6,2,0,17,0,41,0,,0,0,88,0,0,0,,1,0,381,,32,0,0,5,0,20,0,33,0,8,4,1,0,0,0,0,13,0,0,27,,15,0,4,1,29,152,60,6,0,304,965,1,,0,0,,0,,0,0,2,0,54,0,0,15,19,4,,0,40,8,0,48,21,0,6,4,6,9,0,0,0,112,0,0,,1,0,203,0,0,433,1,157,2143,0,4,0,,29,81,0,4,0,7
2021-10-15,0,10,3,0,7,0,0,27,38,0,8,8,14,0,0,9,1,16,15,4,0,0,0,13,0,32,0,507,0,1,86,0,0,26,0,47,0,0,0,0,11,0,37,0,3,,26,1,15,24,2,0,4,0,3,0,0,0,0,38,12,0,0,6,1,28,0,,0,4,36,1,4,0,26,75,0,1,28,,1,32,0,0,5,0,0,0,10,0,166,41,197,32,0,2,4,42,13,23,12,35,8,,0,0,2,0,12,7,0,0,11,0,27,1,,0,0,89,0,0,0,,1,6,434,,35,0,30,8,0,13,1,42,9,8,7,5,0,0,0,8,13,0,0,24,,9,13,0,1,17,203,49,7,1,365,979,0,,0,0,,0,,0,0,3,2,50,1,0,8,25,4,,0,56,18,0,57,20,0,7,30,6,7,0,0,0,94,0,1,,11,29,181,0,1,221,1,142,1827,1,3,0,,12,93,0,5,0,0
2021-10-16,0,3,3,0,2,0,2,3,41,0,17,10,0,0,0,6,5,17,0,0,0,0,0,0,0,0,0,465,0,0,43,0,0,24,0,13,0,0,0,0,3,0,34,0,0,,0,0,15,19,0,2,11,0,1,0,0,2,0,42,13,0,0,7,0,28,0,,0,0,15,0,0,0,44,17,7,0,31,,0,30,0,0,4,8,13,0,0,0,144,44,181,25,0,0,7,14,31,13,6,0,5,,0,1,3,2,12,6,0,0,0,0,30,0,,0,0,88,0,2,0,,1,0,313,,34,0,0,2,0,4,0,32,0,1,5,5,0,0,0,35,21,0,0,17,,0,0,0,0,24,156,44,10,0,352,980,0,,0,4,,9,,0,0,2,0,56,0,0,9,0,4,,0,25,16,0,0,23,62,7,0,-1,9,0,0,0,82,0,0,,9,3,212,0,2,299,0,148,526,1,2,0,,0,88,0,4,1,2
2021-10-17,5,10,2,0,2,0,0,3,24,0,11,6,31,0,0,16,5,16,0,0,0,0,0,10,0,0,0,128,0,5,43,0,0,24,0,11,0,0,0,0,12,0,35,0,0,,0,8,19,21,0,1,6,0,5,0,0,3,0,44,17,0,1,4,0,20,0,,0,0,5,0,0,0,28,10,2,0,27,,0,64,0,0,4,0,0,0,0,0,166,19,199,18,0,0,16,24,7,13,14,0,8,,0,1,2,2,9,6,0,0,23,0,33,0,,0,0,63,1,0,0,,0,0,60,,35,0,29,3,0,7,1,30,0,6,6,5,0,0,0,33,18,0,2,11,,0,3,0,0,27,95,1,9,0,299,980,0,,0,0,,6,,0,0,3,0,53,0,0,9,30,3,,0,25,8,0,0,12,0,8,0,-1,17,0,0,0,68,0,1,,7,13,186,0,3,236,2,57,452,2,2,0,,26,63,0,2,0,1
2021-10-18,3,9,1,0,6,0,0,38,27,0,15,13,13,36,0,10,0,15,33,4,0,0,0,0,-1,91,3,202,0,3,214,0,0,12,0,71,0,0,0,0,11,0,21,0,9,,60,3,11,21,1,2,9,2,3,2,0,3,0,45,13,5,0,3,2,21,0,,0,4,46,2,5,0,42,88,0,0,43,,1,57,0,0,5,0,0,0,51,0,164,47,181,29,0,0,11,44,7,17,8,95,1,,0,1,2,0,7,5,0,0,21,0,17,0,,0,2,72,0,0,0,,1,5,96,,32,0,18,13,0,17,1,29,2,9,4,1,0,0,1,1,24,0,1,20,,29,3,43,19,39,86,3,3,0,261,981,0,,0,1,,0,,0,0,2,0,52,0,0,6,8,3,,0,7,21,0,56,23,0,7,0,6,21,0,0,0,63,0,0,,5,2,214,0,0,194,0,45,1744,0,3,0,,15,75,0,3,0,0
2021-10-19,1,12,2,0,8,0,0,33,37,0,19,16,15,0,1,7,1,15,17,1,0,0,0,43,0,27,0,379,0,1,124,6,0,11,50,41,0,0,0,0,3,0,24,0,0,,23,0,21,22,0,0,16,0,2,0,2,3,38,43,15,0,0,6,1,20,0,,0,8,39,0,0,0,36,92,2,0,29,,0,49,0,0,2,1,51,0,16,0,197,50,167,25,0,0,11,70,6,27,8,53,9,,1,0,2,5,23,4,0,0,20,0,33,1,,0,1,69,1,1,0,,1,7,448,,36,0,17,6,0,5,0,28,0,12,14,1,0,1,0,0,14,0,0,12,,5,0,3,0,46,211,64,6,0,574,991,1,,0,0,,1,,0,0,2,1,57,0,0,7,10,4,,0,55,9,0,21,18,0,11,7,6,17,0,0,0,71,1,1,,8,3,223,0,2,562,2,223,2137,0,2,0,,14,75,0,6,0,1
2021-10-20,0,8,3,0,4,0,2,33,28,0,13,13,16,0,0,6,3,17,19,5,0,0,0,10,0,25,0,399,0,1,107,5,0,12,0,41,0,0,0,0,5,0,21,0,0,,15,4,23,13,0,2,4,0,4,0,0,0,0,47,15,2,0,3,0,29,0,,0,5,26,0,1,0,42,74,0,0,38,,0,79,0,0,4,0,0,0,30,0,160,28,162,26,63,0,8,33,6,10,8,28,5,,0,0,3,2,24,4,0,0,21,0,22,2,,0,1,76,0,0,0,,1,0,422,,37,0,16,8,0,14,0,28,3,13,11,2,0,0,0,2,20,9,1,16,,9,6,0,0,17,5,75,3,0,423,1006,0,,0,0,,2,,0,0,3,1,58,0,0,18,8,9,,0,80,11,3,31,18,0,4,22,5,11,0,0,0,79,0,0,,8,18,214,0,1,517,2,179,3203,0,3,0,,15,72,0,8,0,0
2021-10-21,2,6,3,0,3,0,0,26,32,1,21,11,20,4,0,10,1,17,19,2,0,0,0,4,0,30,7,466,0,1,120,0,0,11,0,24,0,0,0,0,12,0,28,0,8,,0,0,17,19,0,0,13,0,2,0,0,4,0,46,12,0,0,6,2,29,0,,0,2,37,0,0,0,29,109,0,0,34,,1,51,0,0,6,0,23,0,20,0,231,43,178,39,0,1,7,36,4,16,0,41,0,,0,1,2,2,23,3,0,1,17,0,33,0,,0,0,96,1,0,0,,0,4,322,,40,0,0,4,0,13,0,21,1,8,7,2,0,0,1,10,14,0,0,16,,5,3,13,1,0,260,46,8,0,448,1011,2,,0,1,,0,,0,0,3,3,59,0,0,16,11,7,,0,81,16,0,20,19,0,4,1,5,10,0,0,0,73,0,0,,8,11,198,0,4,571,2,117,1988,0,2,0,,0,71,0,10,0,3
2021-10-22,3,8,2,0,8,0,0,23,42,0,11,13,18,12,1,4,2,16,11,0,0,1,0,5,0,39,0,447,0,0,136,0,0,11,0,60,0,0,0,0,11,0,35,0,0,,51,0,17,20,0,1,6,0,0,0,0,3,0,44,12,0,0,5,1,17,0,,10,4,29,0,5,0,40,86,0,0,36,,2,49,0,0,6,0,12,0,24,0,666,33,165,26,0,0,3,39,20,12,27,36,11,,0,1,4,0,25,4,1,0,20,0,27,0,,0,0,78,0,0,0,,0,3,284,,38,0,36,3,0,7,0,26,1,11,10,5,0,0,0,5,7,1,0,15,,7,3,4,0,58,283,59,8,0,357,1038,2,,0,1,,4,,0,0,1,0,57,0,0,14,3,8,,0,56,20,0,30,12,0,6,7,4,11,0,0,0,66,0,0,,4,0,228,0,2,640,2,180,1896,1,3,0,,12,56,0,4,0,1
2021-10-23,1,7,3,0,2,0,2,4,31,0,15,12,22,0,0,9,2,17,0,0,0,0,0,2,0,0,0,350,0,1,58,0,0,10,0,15,2,0,0,0,11,0,38,0,0,,0,1,25,14,0,1,15,0,1,0,0,6,0,47,10,0,0,5,2,14,0,,0,0,23,0,0,0,42,23,1,0,43,,0,40,0,0,1,0,9,0,0,0,561,23,124,36,0,0,7,39,22,5,11,0,6,,0,0,3,1,26,4,0,0,0,0,31,0,,0,0,42,0,0,0,,1,0,306,,35,0,0,2,0,6,1,20,1,8,23,0,0,0,1,1,17,0,0,18,,0,1,0,0,16,65,75,4,0,446,1048,2,,0,1,,0,,0,0,2,1,60,0,0,6,9,9,,0,23,21,0,0,19,61,4,0,-1,14,0,0,0,74,0,2,,6,7,217,0,4,510,1,135,539,1,2,0,,25,77,0,3,1,0
2021-10-24,2,4,4,0,2,0,0,3,38,0,11,6,25,0,0,9,2,16,0,0,0,0,0,3,0,0,0,119,0,0,40,0,0,9,0,4,0,0,0,0,7,0,35,0,0,,0,0,28,0,1,0,7,0,2,0,0,2,15,43,10,0,0,7,0,11,0,,0,0,4,0,0,0,43,17,0,0,30,,0,45,0,0,1,0,0,0,0,0,443,29,171,24,0,0,3,24,4,8,10,0,2,,0,1,3,2,10,4,0,0,24,0,31,0,,0,0,46,0,0,0,,0,0,0,,38,1,17,6,0,6,0,27,4,3,1,5,0,0,0,26,15,0,3,9,,0,0,6,1,33,208,13,4,1,389,1047,0,,0,1,,0,,0,0,2,1,61,0,0,15,8,5,,0,11,7,0,0,18,0,0,0,1,12,0,0,0,56,1,0,,6,10,195,0,2,411,1,72,244,0,2,0,,10,53,0,2,0,6
2021-10-25,5,6,4,0,4,0,0,25,42,0,5,10,21,0,0,5,9,15,43,3,0,2,0,0,0,75,6,207,0,1,243,0,0,9,0,57,0,0,0,0,16,0,32,0,10,,37,0,22,24,0,2,10,0,0,0,0,2,1,48,11,0,0,8,1,19,0,,0,11,43,0,6,0,46,27,2,0,54,,0,48,0,0,2,4,0,0,75,0,356,30,140,32,0,0,13,30,4,7,14,86,3,,1,0,2,1,21,6,0,0,22,0,28,0,,0,0,92,0,1,1,,0,5,237,,38,0,17,6,0,9,0,22,0,13,6,4,0,0,1,2,11,0,0,6,,25,3,0,2,31,149,0,5,0,301,1042,0,,0,9,,3,,1,0,2,0,62,0,0,14,14,10,,28,9,15,0,54,29,0,6,0,11,13,1,0,1,44,0,0,,5,6,232,0,0,357,1,38,1414,2,2,0,,12,65,0,10,0,4
2021-10-26,2,8,5,0,1,0,0,15,57,0,16,18,24,0,0,6,4,16,25,6,0,0,0,2,0,26,0,403,0,1,124,0,0,8,0,36,0,0,0,0,6,0,34,0,0,,14,1,30,10,0,0,23,0,4,0,0,4,0,42,11,0,0,8,0,16,0,,0,-1,38,0,0,1,43,217,2,0,25,,1,49,0,0,2,0,19,0,44,0,585,35,156,31,0,0,1,48,1,15,11,34,3,,0,0,3,3,27,6,1,0,5,1,32,0,,3,0,84,2,0,0,,0,7,0,,41,0,12,4,0,15,1,22,0,11,20,0,0,0,0,0,10,1,1,13,,8,4,0,1,35,135,93,3,0,523,1075,1,,0,0,,0,,0,0,2,0,63,0,0,10,18,11,,0,53,9,0,52,14,0,5,9,11,9,0,0,0,66,0,0,,5,58,215,0,0,765,3,263,1618,1,3,0,,0,64,0,8,1,1
