date,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bonaire Sint Eustatius and Saba,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curacao,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Faeroe Islands,Falkland Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Mauritania,Mauritius,Mexico,Micronesia (country),Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,Wallis and Futuna,Yemen,Zambia,Zimbabwe
2020-12-21,142,422,456,25,42,0,0,5853,240,13,21,1519,1505,19,168,1470,14,1893,981,354,0,0,33,362,0,698,608,27645,0,0,1277,141,1,0,0,7576,21,5,0,12,2447,15,10845,0,0,,2421,14,766,115,27,242,3383,174,3198,2,0,666,72,718,295,17,53,289,135,397,1,0,0,252,5797,163,20,0,824,19256,301,38,525,6,0,102,33,0,46,0,168,85,2141,14,19556,6848,6151,1200,725,1,3499,10869,65,1811,2499,929,114,,264,230,0,0,395,1182,0,9,640,20,2135,854,0,0,41,2018,8,41,88,0,149,0,5370,,703,14,13,329,0,877,127,848,585,742,11178,0,0,0,65,356,129,431,264,1704,,1302,1699,1,823,1618,1716,4633,2099,158,2489,28917,109,0,0,0,0,0,0,0,0,168,121,3685,0,0,10,1715,395,0,0,8789,869,6,22013,370,216,31,0,10002,123,0,41,0,382,0,20,,12,1031,19103,0,197,6978,1077,33473,200925,429,115,0,0,438,1,0,0,52,97
2020-12-22,210,389,410,31,116,1,0,8141,537,23,18,1853,2284,7,184,1318,6,1858,2198,112,0,26,0,674,0,764,0,56665,0,0,1799,160,0,0,0,6231,36,0,0,14,1196,15,12526,27,371,,911,10,1595,142,32,286,7891,141,2543,3,0,878,35,788,286,0,25,564,153,290,3,6,0,303,11795,65,0,5,3064,36153,0,48,833,0,0,734,0,0,45,97,398,63,1238,11,23950,6347,6208,1158,961,0,4228,13316,65,2694,2444,924,154,,0,298,175,0,1004,1693,0,0,506,42,2039,227,0,0,46,2062,23,59,108,0,178,2,12511,,1021,14,57,258,0,2646,72,964,330,722,9834,1,7,0,79,999,756,596,212,2142,,1561,3164,0,932,958,1310,7192,2436,149,5009,28340,109,0,0,16,0,3,0,28,0,181,66,4080,0,9,29,9753,1511,0,28,9501,1090,0,10654,428,256,86,22319,4275,124,4,56,0,427,0,31,,12,1605,19256,9,526,8949,1226,36841,203449,524,132,0,0,315,6,0,0,113,122
2020-12-23,182,503,480,36,129,0,1,8586,838,29,25,2131,2334,16,183,1367,2,1922,3212,113,38,0,40,1005,3,584,0,45679,0,0,1615,188,11,0,0,6897,32,1,12,22,1725,17,14233,0,0,,1138,42,2763,116,45,402,10898,229,3297,3,0,566,720,911,270,5,45,662,153,351,6,0,0,367,14929,56,49,0,2345,33758,89,68,935,0,2,655,20,0,42,34,448,53,1894,16,24712,7514,6261,1173,927,0,2535,13908,69,3276,2091,754,427,,271,266,230,0,1145,2246,179,10,640,59,3804,400,0,0,13,1348,13,56,82,0,199,1,11653,,1282,11,6,520,0,2566,0,923,355,743,10396,0,0,53,73,1133,625,523,93,2256,,1870,3059,0,827,1678,1189,12358,4602,140,5459,26814,87,0,0,2,1,1,0,41,0,177,98,4426,9,6,21,9215,2129,0,0,14046,983,221,12386,580,274,65,6609,5033,129,6,52,0,46,2,27,,47,1677,19650,0,489,10572,1246,39318,222520,709,135,0,0,196,1,0,0,241,112
2020-12-24,287,510,458,30,98,0,0,0,702,29,12,2847,1850,0,253,1234,16,1917,2583,120,0,7,0,1057,0,728,403,58211,0,0,772,292,0,0,428,6732,20,1,0,20,3238,14,14940,22,0,,1048,87,2233,217,48,477,14149,243,2869,11,0,1158,926,1021,291,0,74,700,164,410,5,0,0,363,21634,84,0,0,1972,26467,0,78,870,0,0,638,32,0,8,41,0,71,3292,0,23067,7199,6178,1127,918,0,4656,18039,96,3746,1707,736,236,,0,244,186,0,1270,2708,0,0,846,50,3966,0,0,0,16,1581,21,94,70,0,174,0,12485,,1222,16,6,361,0,2650,264,919,595,613,11514,0,0,0,57,1041,592,476,54,2152,,1704,3413,19,958,0,1720,13115,4378,157,4310,29499,72,1,0,0,0,0,0,30,0,189,157,4091,0,7,13,7354,2087,0,0,14305,1237,0,12662,592,212,76,0,4898,130,0,51,0,67,8,26,,18,1752,18102,3,515,11926,1311,39059,211528,747,141,0,0,221,11,0,5,112,130
2020-12-25,238,553,434,57,70,0,1,10689,621,11,23,1851,1703,0,234,1163,2,1893,2342,0,0,1,57,469,0,593,0,21183,0,0,257,193,13,0,0,4047,8,0,0,13,1679,20,14941,0,0,,0,10,1643,183,39,433,4402,190,2992,4,0,1381,818,1133,273,0,41,573,138,481,6,0,0,201,20262,0,28,0,1881,2140,0,58,617,1,7,186,16,0,23,0,623,57,2610,0,22273,7259,6021,1140,1025,0,4713,19037,78,3832,1616,1223,282,,695,260,180,0,666,2136,0,0,461,34,2691,0,0,0,62,1247,25,47,50,0,146,0,9679,,815,6,7,522,0,2329,77,758,683,608,11495,0,0,0,72,784,489,317,0,2260,,1518,2986,0,559,3829,1877,9081,4146,129,3812,28595,73,0,0,0,0,0,0,25,2,178,169,3823,0,18,14,5064,1794,0,0,14796,1132,0,0,551,283,70,0,0,120,4,36,0,81,0,26,,8,1826,17543,19,446,11458,1230,32725,120705,391,112,0,0,358,7,0,0,337,94
2020-12-26,169,375,416,50,50,1,0,3713,586,19,11,1429,1428,0,214,834,5,1916,784,0,0,20,21,759,0,439,0,17533,0,0,469,121,0,1,0,5201,2,0,0,15,2563,22,10196,0,337,,0,0,350,138,2,50,2706,291,1834,1,0,905,446,1189,0,0,0,445,197,533,4,0,0,173,3093,0,0,0,1784,13504,243,59,262,0,0,91,0,0,0,0,438,59,1198,0,18732,6740,5760,836,1296,0,4273,10405,87,3885,1050,926,130,,270,172,157,0,399,1403,0,2,0,29,2367,0,0,0,4,2335,35,86,129,0,252,0,4974,,746,8,39,382,0,2369,54,734,136,500,9848,0,16,0,52,829,529,430,0,1853,,1306,2064,0,274,1564,1404,4878,1214,169,1387,28833,74,0,0,0,0,1,0,33,0,163,154,3200,0,0,10,1182,369,0,0,11552,970,0,0,598,247,58,0,0,111,3,43,0,110,0,9,,7,1652,15118,15,203,8134,1227,34693,226988,370,98,0,0,348,1,0,0,100,83
2020-12-27,84,499,392,15,91,0,0,5030,485,18,29,1408,1519,46,215,1049,4,1825,847,71,0,0,26,494,0,361,0,17614,0,0,332,89,18,0,0,5465,16,0,0,19,1711,21,9594,0,0,,0,71,618,167,4,25,3030,76,2180,8,0,824,81,1226,265,12,47,365,117,451,8,0,0,156,8867,0,0,2,1097,12399,115,68,342,0,0,138,28,0,4,0,0,70,698,0,20021,6528,5502,818,735,0,2806,8937,39,2944,1590,760,80,,215,204,191,0,511,1754,0,0,728,23,1687,0,0,81,11,1196,26,55,84,0,126,0,6217,,359,0,16,367,0,1517,103,606,525,481,9080,0,0,0,53,838,296,381,182,1974,,1189,2633,0,260,0,881,3842,1577,159,2049,27849,153,0,2,0,0,0,0,0,0,154,86,2693,0,11,5,1086,622,0,0,9502,808,35,0,674,106,40,0,0,101,2,37,0,121,0,0,,8,1362,14205,5,248,6548,944,32420,135776,510,85,0,0,365,1,0,2,163,114
2020-12-28,159,318,382,54,56,1,3,7216,114,18,12,1592,772,0,202,932,9,1841,857,30,0,0,0,751,0,220,0,27437,0,0,337,0,0,0,0,6507,9,0,0,10,1923,27,9310,0,0,,2772,24,316,229,7,266,3741,78,2479,0,0,641,403,1359,258,0,0,416,203,281,3,0,0,160,2960,146,13,0,538,14004,102,45,475,0,12,132,14,0,5,112,616,61,609,43,16432,5854,5908,931,765,0,5815,8581,9,2397,1802,757,69,,181,204,162,0,508,1594,231,0,532,29,1794,640,0,0,23,1594,16,74,101,0,136,0,5996,,569,4,38,275,0,950,45,648,364,659,7433,0,7,0,49,397,83,526,91,1776,,1217,2348,0,952,2111,764,3211,2093,160,2620,27363,51,0,0,26,0,0,0,12,0,119,119,2559,0,0,5,873,521,0,0,7458,1045,1,24462,549,194,35,0,10087,105,8,36,0,144,3,21,,3,1612,15197,0,162,4809,1027,41414,173625,578,81,0,0,320,10,0,2,109,71
2020-12-29,140,574,357,44,75,0,0,11650,348,50,32,1868,1101,12,234,1181,6,1816,1677,77,0,14,13,1293,0,543,0,56371,0,0,1438,193,5,0,0,8667,29,8,13,33,1958,24,11015,50,0,,1037,74,1350,167,28,751,10862,265,2621,0,0,860,568,1333,269,0,181,475,247,243,19,0,3,283,11395,99,0,4,2012,19112,178,87,1045,0,3,846,0,5,3,0,1199,53,902,10,20549,7903,6108,1013,1545,0,5113,11210,20,3627,1645,896,147,,109,236,119,0,838,2298,49,0,437,38,2108,239,0,0,11,1925,31,93,115,0,211,0,12099,,927,26,20,435,0,2160,62,619,564,708,7514,0,0,55,49,749,497,693,70,2155,,1149,4574,0,762,1251,876,7624,3336,206,4637,26588,107,0,0,0,0,4,0,0,0,149,78,3136,0,9,13,8648,1978,0,0,9580,1048,20,14089,453,172,85,32485,4197,105,2,34,0,155,0,28,,12,1598,15805,16,308,7402,1506,53150,202593,656,75,0,0,225,3,0,0,234,177
2020-12-30,183,581,323,64,62,0,0,11765,582,69,24,2550,1052,11,256,1235,1,1957,2831,56,46,0,19,1485,4,531,675,55600,0,5,1729,94,0,2,0,8750,41,4,2,29,2964,25,11639,0,0,,1315,116,1850,86,51,907,16420,194,2783,11,0,1314,1186,1411,276,16,32,973,212,468,4,0,0,438,26457,56,61,0,1738,31941,90,180,942,1,0,879,19,0,18,41,0,54,1972,18,21822,8002,6272,901,1718,3,4186,16202,41,3871,1674,888,112,,0,205,189,0,1367,2878,89,0,585,37,3984,327,0,0,83,1870,47,233,124,0,202,0,12406,,990,26,20,378,0,2143,113,587,482,511,9409,0,11,0,0,1016,493,732,86,2475,,1277,4465,0,822,1588,1006,12780,6049,193,4875,26095,122,0,0,9,1,2,0,57,0,113,139,3236,15,14,27,9743,2435,0,24,17710,967,29,16716,646,178,83,8846,5424,101,2,37,0,250,0,7,,5,2414,15692,9,396,8404,1723,50043,219911,518,78,0,0,260,2,0,1,285,300
2020-12-31,0,589,299,66,120,0,1,11586,531,47,20,2913,1064,14,250,1014,11,1923,2254,52,0,9,15,1752,10,0,105,54469,0,0,1046,76,9,12,0,6856,47,8,0,36,2023,19,16314,58,199,,1207,124,2391,176,30,1031,17039,282,2249,7,0,1206,1000,1418,282,13,68,734,212,408,5,0,0,249,19927,75,0,0,1527,23233,0,67,932,0,0,846,15,0,13,0,915,68,2971,0,20035,8074,6389,849,1622,0,6678,23477,34,4532,1427,753,207,,234,286,191,0,1861,3507,0,0,342,31,2468,0,0,0,112,2525,19,61,109,0,173,0,12159,,977,22,5,465,0,1861,157,890,608,534,9703,0,0,0,115,1031,535,557,148,2463,,1268,4046,0,974,4641,1532,13464,7627,213,4322,27329,133,0,0,13,0,6,0,0,0,140,195,2932,0,28,30,11915,2412,0,0,18000,1029,18,18047,597,262,29,0,4391,90,2,3,0,194,0,22,,18,1924,14380,19,539,10117,1730,55926,312022,639,75,0,0,437,9,0,2,263,242
2021-01-01,183,0,287,68,15,0,0,4080,329,20,35,2096,341,16,238,990,12,1939,1793,0,0,0,19,861,0,1158,0,22939,0,0,274,121,4,1,571,3731,32,0,0,28,3591,18,12105,0,0,,0,73,1170,193,29,762,13361,191,2451,9,0,1433,866,1409,273,0,0,416,124,388,0,0,0,296,19358,0,0,3,990,15575,159,172,597,0,0,224,16,0,16,16,1147,42,2764,0,19079,8072,6287,902,1753,0,5248,22210,88,3256,1271,864,156,,358,285,122,0,711,2385,112,0,467,24,3475,0,0,0,101,2068,47,113,135,0,217,0,11091,,440,10,22,342,0,1777,152,412,604,426,8185,0,0,0,80,980,414,236,0,2184,,1219,2943,0,417,0,1756,10896,6951,208,3938,26613,77,0,0,0,0,0,0,51,8,137,224,2074,41,24,30,10476,1798,0,0,16726,824,0,0,557,230,67,0,0,92,3,0,0,279,0,29,,8,1417,12203,0,295,9858,1856,53286,172389,634,122,0,0,326,9,0,2,272,217
2021-01-02,73,675,262,49,40,0,0,5240,60,23,24,1391,421,0,271,684,0,1902,880,31,0,18,21,1070,0,0,0,15353,0,0,340,112,0,2,0,6931,11,0,0,28,3338,28,11528,41,0,,0,0,255,169,5,167,3447,149,1611,1,0,747,1135,1407,288,0,0,383,229,397,4,0,0,201,3466,0,0,0,342,11036,134,92,262,0,0,80,46,0,3,0,170,35,1410,0,18177,7203,6045,840,3394,3,6289,11825,16,3071,903,820,64,,0,205,58,0,314,2520,0,0,0,14,1507,0,0,53,28,2295,30,23,88,0,96,0,6359,,436,16,21,267,0,1171,174,574,109,419,8605,0,19,0,34,576,46,463,0,2272,,1064,2031,0,369,0,1096,7006,3241,198,1194,25938,107,0,1,0,0,1,0,44,2,101,147,1907,0,11,33,2326,393,0,0,15002,651,0,0,515,152,66,0,0,90,6,6,0,216,0,21,,4,1422,11180,16,201,5401,1963,57724,282395,522,0,0,0,199,8,0,0,233,407
2021-01-03,123,447,249,26,34,2,1,5884,229,32,20,1466,803,27,294,835,161,1837,842,94,0,0,6,606,0,502,0,17190,0,15,171,111,11,1,0,10645,37,0,0,44,2289,33,9412,0,0,,0,85,696,199,23,627,5012,104,1170,1,0,366,101,1309,0,0,0,342,232,573,6,0,0,168,12489,0,0,0,417,10356,104,102,390,0,0,159,0,3,7,62,225,41,1307,0,16504,6877,5960,741,4961,0,6743,14245,118,3166,1540,683,124,,463,269,174,0,568,2870,0,0,670,23,1265,0,0,0,132,1704,33,27,85,0,117,0,5211,,179,6,23,339,0,1005,341,729,462,421,7398,2,0,0,28,917,235,450,537,1895,,932,1972,19,355,2962,891,5782,3384,197,3034,23845,109,0,0,0,0,2,0,35,0,82,186,1966,17,27,35,1745,743,0,0,11859,1020,0,0,403,157,50,0,0,94,4,3,0,315,2,19,,6,1565,9877,1,210,4881,1590,55052,204017,548,76,0,0,147,12,0,0,352,774
2021-01-04,200,185,237,57,42,0,0,8222,193,42,13,1642,334,10,288,910,50,1869,876,37,0,2,18,1010,0,0,563,25039,0,0,1029,75,9,0,0,10065,29,9,0,16,2450,33,10311,0,0,,3115,152,361,316,6,529,6233,51,2076,4,0,2043,466,1277,284,2,43,390,195,297,2,0,0,147,4022,62,34,0,594,12320,0,107,427,0,0,181,15,0,21,50,29,53,856,41,16375,6753,6073,595,6110,0,6631,10798,154,3343,1623,730,106,,0,372,0,0,621,2861,0,0,561,19,1377,571,0,0,91,1741,26,7,148,0,81,4,6464,,436,10,22,435,0,656,154,590,270,403,6566,0,5,0,0,1271,105,529,180,1947,,1009,2494,0,764,1376,954,4385,4369,207,3130,23015,172,0,0,7,0,0,0,0,0,94,106,2715,12,0,24,908,772,0,0,12601,715,31,30579,468,240,100,0,9665,89,3,2,0,745,3,20,,10,1252,13695,0,128,4494,1501,58805,185531,603,0,0,0,177,3,0,0,411,564
2021-01-05,102,660,228,59,72,0,0,13790,324,110,19,2311,802,4,229,991,37,1273,1848,80,53,8,0,1597,0,747,72,58083,11,0,1310,216,0,1,0,7328,34,3,0,60,2460,32,16835,131,0,,1155,55,1071,224,19,665,12921,95,1992,8,0,475,1003,1119,268,0,0,429,200,322,4,0,4,299,20733,100,0,12,2316,18349,0,113,927,1,0,763,46,0,28,0,424,32,870,16,18088,7445,6113,757,5325,6,7966,15375,43,4949,1472,771,219,,368,312,124,0,824,3620,0,0,481,31,1641,163,0,0,175,2027,37,89,158,0,106,0,11271,,612,30,0,424,0,1637,79,649,501,522,6377,0,0,51,35,1354,580,935,190,2118,,941,3540,0,959,0,932,7596,4956,208,4729,23955,107,0,0,20,0,9,0,30,0,104,161,2653,26,51,28,10347,2512,0,0,14410,839,0,23700,484,0,93,32369,4020,91,2,10,0,527,0,48,,8,2265,14494,8,357,5625,1967,60938,229830,678,37,0,0,255,7,0,0,652,1365
2021-01-06,94,725,247,40,108,0,3,13441,309,95,10,2469,799,17,289,978,100,1854,2997,90,0,0,21,1713,0,0,0,62507,0,0,1002,221,42,2,0,8308,69,6,0,39,2382,63,16805,0,20,,1447,108,1896,201,36,569,17332,239,2216,1,17,529,1294,1007,290,7,82,717,201,545,14,0,0,331,25143,43,36,0,1800,26663,0,172,814,0,0,783,0,0,0,0,1077,25,2047,21,20346,8854,6283,839,7832,3,7309,20326,84,6049,1553,869,271,,0,411,144,0,1229,4166,931,0,424,30,2787,281,0,0,227,2593,37,46,224,0,130,8,13345,,950,31,0,643,0,1642,125,594,432,409,7107,0,2,0,134,1664,619,787,114,2481,,1088,5186,0,898,2543,1044,14220,10027,209,5719,23902,103,0,0,2,0,16,0,56,1,118,192,2882,24,15,31,11080,3354,0,12,21832,868,0,0,522,0,80,0,4808,98,2,9,0,365,0,37,,10,2820,13830,23,295,7226,2067,62352,260228,944,55,0,0,246,1,0,1,850,610
2021-01-07,102,697,262,0,110,0,0,13835,201,72,25,2540,685,14,349,1007,0,1838,2923,44,0,4,12,1910,0,0,610,87969,0,1,867,150,1,1,0,8540,94,3,6,30,3693,53,17576,55,0,,1369,210,562,314,27,573,17773,251,1842,2,0,1115,1008,1219,303,0,0,1084,234,441,3,0,0,223,21703,64,0,21,1612,45333,293,130,510,-1,0,872,59,0,62,0,219,33,3068,13,18139,9321,6360,790,6503,1,7600,18416,38,7642,1215,907,335,,610,540,170,0,1374,4774,214,0,635,10,2409,162,0,0,274,3027,21,32,164,0,103,0,13734,,423,40,87,463,0,1597,294,594,363,412,9646,0,0,0,72,1565,166,825,182,2435,,995,4135,0,1162,0,1346,12119,9927,210,4951,23218,167,0,0,1,0,0,0,0,10,108,220,1787,27,18,33,3165,2821,0,0,20999,672,0,42360,532,0,84,12536,3975,96,3,6,0,305,0,38,,14,2373,12171,15,372,9320,2988,52634,287874,759,62,0,0,414,4,0,2,802,871
2021-01-08,125,673,275,141,92,0,4,13346,361,94,11,2063,532,10,397,785,37,1805,2048,50,0,5,4,2263,0,1528,0,59586,17,0,753,153,0,1,0,9395,91,0,0,61,4205,33,18221,0,0,,1207,81,1098,344,17,427,14861,231,1660,8,1,1045,763,1001,307,3,111,786,202,345,1,0,0,296,19814,46,53,5,537,19077,0,93,717,2,0,990,0,0,0,76,439,45,2907,22,0,10617,6251,669,8227,2,6309,17529,43,7957,1092,843,221,,321,495,165,0,1237,5440,819,0,487,10,2058,152,0,0,314,2643,52,85,191,0,138,0,14362,,375,23,13,436,0,1543,521,711,573,554,8147,0,0,0,41,1544,100,684,0,2007,,822,3946,12,1138,4162,1769,8763,10176,195,4841,23330,143,0,1,12,0,0,0,34,19,97,296,2218,45,25,23,8291,2084,0,0,21980,641,0,25456,525,0,104,7187,3219,95,3,4,0,205,0,49,,9,2649,11479,9,222,5998,2950,68066,304501,532,73,0,0,345,3,0,0,1029,985
2021-01-09,68,655,256,97,90,0,2,11057,379,36,13,2278,633,0,287,692,28,1767,1991,64,0,5,39,1644,0,459,0,51393,0,0,394,0,0,4,0,7274,79,0,0,91,4361,69,15795,100,0,,0,228,1401,365,23,466,13115,190,1743,1,0,2106,1201,989,319,0,0,552,205,220,2,0,0,324,20177,0,0,3,2058,22824,311,88,799,0,0,1063,38,0,72,38,1386,59,2716,13,36867,10046,5924,907,4843,2,8077,19976,44,7854,796,913,230,,0,427,147,0,1170,5414,33,0,0,13,1764,0,0,0,381,2451,25,53,245,0,77,0,16105,,424,12,21,403,0,1416,879,566,468,362,7321,0,31,0,72,1585,556,443,0,2899,,627,3735,0,1032,0,1945,10744,9478,206,4403,23012,93,0,0,43,0,76,0,45,12,110,328,0,30,21,29,8003,1889,0,0,21606,665,0,0,535,0,94,0,0,95,3,1,0,212,0,38,,25,2611,9537,29,258,5143,2998,59974,263448,635,45,0,0,505,1,0,0,1241,839
2021-01-10,89,562,231,0,37,0,7,7808,337,29,19,1651,601,0,241,1071,70,1833,1569,37,0,6,3,1098,0,254,0,29027,0,0,105,216,101,0,0,6729,76,0,4,27,4181,103,15537,0,0,,0,268,646,388,13,337,8449,277,1246,5,0,1459,721,993,331,0,0,427,255,524,0,0,0,198,15944,0,0,16,1143,948,0,61,445,0,0,116,0,23,33,0,1002,31,1778,10,16311,9640,5968,607,6886,2,5885,18625,93,6108,1250,773,87,,512,414,135,0,616,3743,734,0,743,8,1503,0,0,234,269,2433,44,35,184,0,83,0,10003,,298,4,13,432,0,895,578,555,536,259,6613,0,3,0,58,1024,344,555,538,1877,,699,2424,0,707,0,1893,9133,7502,193,3082,22540,169,0,0,0,0,24,0,22,0,117,245,3564,54,31,42,4860,763,0,0,17421,450,60,0,540,1215,60,0,0,90,0,1,0,245,0,25,,21,1762,9138,0,188,5322,2876,54957,212946,1212,42,0,0,438,1,0,0,1161,978
2021-01-11,49,376,225,0,61,0,0,8704,157,26,20,1536,176,35,321,849,6,1792,960,29,59,4,12,1392,0,0,718,30747,0,0,620,197,33,1,0,8249,41,3,0,52,3969,55,15003,10,0,,2447,144,230,431,6,339,4289,60,1239,6,3,1179,436,961,319,7,0,289,276,300,0,0,0,200,3717,99,46,0,551,11706,458,70,441,0,5,0,38,0,14,31,756,41,1419,8,12584,8692,6208,801,4926,7,9754,12530,89,4906,1461,717,63,,206,527,107,0,331,3095,0,0,633,9,774,283,0,0,452,2232,50,64,133,0,99,6,7594,,271,13,14,388,0,456,395,582,343,488,5436,0,0,0,47,1244,103,429,172,2408,,771,2157,8,802,9004,2046,4863,5604,203,1987,23018,154,0,0,24,0,0,0,0,0,140,288,2093,23,12,22,1785,432,0,0,15046,537,13,61422,569,125,56,0,6523,98,6,1,0,249,0,21,,8,3074,10220,0,66,4585,2404,46191,203636,715,39,0,0,373,1,0,1,868,820
2021-01-12,46,656,272,96,89,0,0,13783,355,86,16,1575,519,0,316,718,84,1731,2099,34,0,0,6,1473,0,567,0,64424,0,1,750,184,0,6,488,6391,73,0,0,79,3243,115,14179,6,33,,1032,292,759,487,5,288,9345,211,1076,2,0,1506,1061,970,315,0,40,333,208,376,0,0,0,221,19694,63,0,19,1857,27210,191,84,841,0,0,1739,45,0,65,0,1104,60,696,14,15968,10047,6408,810,3052,3,8990,14242,123,4597,1176,890,98,,279,494,207,0,878,4557,0,0,652,16,1012,154,0,0,0,3309,59,23,240,0,96,1,14395,,476,22,13,519,0,801,662,551,269,430,4886,0,6,55,45,1270,520,712,164,2123,,797,3740,4,1055,2166,1522,5394,7259,211,3697,22657,166,0,0,28,0,35,0,0,24,147,152,2142,52,18,17,5704,1874,0,0,13105,561,8,25438,588,149,114,17395,2851,96,4,1,0,287,0,67,,13,2586,9809,17,140,5393,3243,45544,220490,945,52,0,0,316,5,0,2,1161,942
2021-01-13,106,707,219,136,82,0,0,12725,485,74,10,1917,474,7,275,890,39,1972,2927,53,50,5,2,2057,0,468,0,59827,0,0,535,83,43,13,0,7082,86,0,0,41,3390,138,15898,3,0,,1063,183,1135,550,19,259,10801,296,1358,12,0,1595,1748,996,320,20,0,853,205,463,1,3,0,324,23852,80,79,9,1618,25566,560,107,668,0,0,1004,26,0,43,114,1204,42,1358,23,16946,11278,6317,867,3553,8,9997,15773,92,5917,1122,925,123,,299,539,0,0,1255,4988,304,76,640,9,1764,191,0,0,373,2985,59,51,189,0,87,1,15873,,808,36,10,502,0,1266,730,523,312,445,6104,0,0,0,29,1398,473,667,142,3097,,801,3315,10,1002,2881,1442,9126,10556,201,4424,22544,172,0,0,12,0,0,0,56,15,175,198,2267,0,23,38,6605,2092,0,0,18555,516,0,38869,692,59,69,5337,3001,102,4,1,0,157,2,64,,19,3632,9554,0,137,6715,3362,47539,229793,629,53,0,0,512,1,0,2,1343,1017
2021-01-14,85,660,267,50,188,0,8,13286,448,68,9,3510,380,0,342,813,29,1967,2637,37,0,3,1,2198,0,343,597,68329,0,0,535,263,41,15,0,7262,72,6,0,64,4187,144,17121,234,0,,1086,209,980,505,10,227,10922,476,0,9,0,1104,1687,1022,298,0,209,630,203,467,0,0,0,258,21228,107,0,8,1357,21343,0,78,595,1,0,951,0,0,49,29,954,29,1926,13,15590,11557,6471,770,3913,3,9754,17243,63,6656,1075,911,138,,279,560,136,0,950,5196,115,1,764,4,1445,114,0,0,591,3337,48,21,121,0,99,0,16468,,741,17,12,476,0,1279,543,605,387,403,6488,0,18,0,60,1479,396,454,178,2417,,736,2877,1,1048,0,1905,9457,10698,209,3525,24303,194,0,0,41,0,56,0,17,14,169,295,1881,33,46,45,5553,1793,0,18,18503,513,0,35878,670,142,53,6580,2474,100,0,1,0,271,0,56,,15,2327,8962,19,0,8385,3382,48695,234461,1514,61,0,0,604,10,0,1,1700,1112
2021-01-15,56,641,254,78,66,0,0,12332,396,54,20,1528,349,10,208,762,0,1941,2203,73,0,3,3,2573,0,0,0,69097,0,0,552,73,47,10,0,6844,112,6,0,34,4468,130,21078,66,549,,945,278,715,547,7,241,8083,77,2161,3,0,1482,864,879,310,0,72,475,205,404,1,0,0,318,21271,45,80,4,1177,8593,0,66,577,0,7,623,14,0,60,154,449,38,1513,8,15158,12818,6485,805,3491,1,5235,16144,77,7173,808,1043,166,,296,530,263,0,1084,6154,15,0,583,1,1224,144,0,0,1232,3211,50,41,193,0,70,0,21366,,576,24,21,414,0,1291,735,513,319,270,6021,1,0,0,47,1867,403,466,0,2432,,637,2307,0,1149,15792,2041,7958,10663,196,3353,24294,257,0,0,33,0,110,0,15,6,173,218,1751,16,26,30,5022,1544,0,0,14880,579,0,40197,695,128,109,4703,2396,90,1,0,0,188,0,55,,23,4170,8314,32,0,8620,3407,55777,247927,957,127,0,0,441,5,0,1,1478,741
